"doc_path","document_class","materialization_decision","decision_rationale","disposition","standard_ids","semantic_owner_node_ids","materialized_target_node_ids","rollup_not_applicable_node_ids","materialized_rule_ids","rollup_not_applicable_rule_ids","human_decision"
"docs/reference/Agreement-CLM-Gereksinim-Analizi.md","catalog-reference","task-materialize","Agreement OS / CLM Gereksinim Analizi ve Özellik Seti: etkin rule içinde seçili WBS görevlerine dosyaya özgü içerik kaynağı olur.","task-materialized+task-ref+catalog","","s-clm","s-clm","","agreement-clm-requirement-slice","","no"
"docs/reference/Arsam-Girisim-Yonetim-Gereksinim-Analizi.md","human-decision","human-decision","CPO generic EVM product boundary, board/team transparency permission, active_member, attribution window/model ve capex threshold kararlarını onaylamalı; D9 volume girdileri doldurulmalıdır. PMO yalnız onaylı generic gereksinimleri WBS'e taşır, Arsam değerleri tenant verisi kalır.","task-materialized+decision-ref+human-decision","","","s-pmo","","decision-arsam-evm-requirements","","yes"
"docs/reference/PIM-v2-Gereksinim-Analizi.md","catalog-reference","task-materialize","PIM Gereksinim Analizi ve Özellik Seti: etkin rule içinde seçili WBS görevlerine dosyaya özgü içerik kaynağı olur.","task-materialized+task-ref","","k-mdm|k-search|k-storage","s-pim","","pim-requirement-slice","","no"
"docs/release-policy.md","engineering-standard","reference-only","Surum Politikasi: standardRefs/applicability hattından yönetilir; standard prose'u göreve kopyalanmaz.","standard-ref+task-ref","release-versioning","std-contracts","","","","","no"
"docs/repo-reality-audit.md","gap-audit","reference-only","Repo Gerçeklik Denetim Raporu: tarihsel bulgu veya durum kaydıdır; runtime kanıtı değil, referanstır.","task-ref+catalog","","std-ci-gates","","","","","no"
"docs/rewrite-debt-cleanup-plan.md","catalog-reference","task-materialize","Belgedeki uygulanabilir katalog, eşleme ve çalışma sözleşmeleri source-specific rule ile seçili executable görevlerin deliverable, kabul, test, doğrulama ve bakım içeriğine uygulanır; örnek veya geçmiş durum evidence sayılmaz.","task-materialized+task-ref+catalog","","std-ci-gates","std-docs","","catalog-rewrite-debt-cleanup","","no"
"docs/roadmap-pm-paritesi.md","catalog-reference","task-materialize","Belgedeki uygulanabilir katalog, eşleme ve çalışma sözleşmeleri source-specific rule ile seçili executable görevlerin deliverable, kabul, test, doğrulama ve bakım içeriğine uygulanır; örnek veya geçmiş durum evidence sayılmaz.","task-materialized+task-rollup-n-a+task-ref","","app-core-operations","std-ui-surfacing","k-wbs","catalog-pm-parity-roadmap","catalog-pm-parity-roadmap","no"
"docs/scale-invariant-directive.md","directive-contract","task-materialize","Scale-Invariant Yönergesi — Para/Sipariş/Stok Yazan Akışın Değişmez K…: etkin rule ile seçili görevlere ölçülebilir sözleşme yükümlülükleri sağlar.","task-materialized+task-ref","","scale-invariant","scale-invariant","","scale-invariant","","no"
"docs/short-items-wave2-plan.md","catalog-reference","task-materialize","Belgedeki uygulanabilir katalog, eşleme ve çalışma sözleşmeleri source-specific rule ile seçili executable görevlerin deliverable, kabul, test, doğrulama ve bakım içeriğine uygulanır; örnek veya geçmiş durum evidence sayılmaz.","task-materialized+task-ref+catalog","","std-ci-gates","std-docs","","catalog-short-items-wave2","","no"
"docs/short-items-wave3-plan.md","catalog-reference","task-materialize","Belgedeki uygulanabilir katalog, eşleme ve çalışma sözleşmeleri source-specific rule ile seçili executable görevlerin deliverable, kabul, test, doğrulama ve bakım içeriğine uygulanır; örnek veya geçmiş durum evidence sayılmaz.","task-materialized+task-ref+catalog","","std-ci-gates","std-docs","","catalog-short-items-wave3","","no"
"docs/standards-applicability-matrix.md","engineering-standard","task-materialize","Standart Uygulanabilirlik Matrisi — Hangi Standart/Boyut Hangi Seviye…: standard prose'u kopyalanmadan etkin rule'un görev-özgü kontrollerine kaynak olur.","task-materialized+task-ref+catalog","","std-schema-foundation","golden-slice-ref|std-ci-gates|std-schema-foundation","","standards-applicability-governance","","no"
"docs/standards/00-standards-index.md","engineering-standard","reference-only","Standartlar İndeksi — Makine-Sözleşmeleri + Anlatı Standartları: standardRefs/applicability hattından yönetilir; standard prose'u göreve kopyalanmaz.","standard-ref+task-ref","architecture","std-docs","","","","","no"
"docs/standards/01-i18n-l10n-g11n-standard.md","engineering-standard","reference-only","01 — i18n / l10n / g11n Standardı (Anlatı): standardRefs/applicability hattından yönetilir; standard prose'u göreve kopyalanmaz.","standard-ref+task-ref+catalog","design-system|g11n|i18n-standards|ui-components","cc-i18n-standards","","","","","no"
"docs/standards/02-a11y-accessibility-standard.md","engineering-standard","reference-only","02 — a11y (Erişilebilirlik) Standardı (Anlatı): standardRefs/applicability hattından yönetilir; standard prose'u göreve kopyalanmaz.","standard-ref+task-ref+catalog","a11y","std-contracts","","","","","no"
"docs/standards/03-authn-authz-iam-standard.md","engineering-standard","reference-only","03 — AuthN / AuthZ / IAM Standardı (Kimlik Doğrulama ve Kimlik Yönetimi): standardRefs/applicability hattından yönetilir; standard prose'u göreve kopyalanmaz.","standard-ref+task-ref+catalog","edge-security|mfa|oidc|sso","cc-security|k-sso","","","","","no"
"docs/standards/04-rbac-abac-permission-standard.md","engineering-standard","reference-only","04 — RBAC / ABAC / Permission Standardı (Yetkilendirme Yüzeyi): standardRefs/applicability hattından yönetilir; standard prose'u göreve kopyalanmaz.","standard-ref+task-ref+catalog","authz-rbac-abac","cc-security","","","","","no"
"docs/standards/05-c13n-canonicalization-standard.md","engineering-standard","reference-only","05 — c13n Kanonikleştirme Standardı (Canonicalization): standardRefs/applicability hattından yönetilir; standard prose'u göreve kopyalanmaz.","standard-ref+task-ref+catalog","c13n","std-schema-foundation","","","","","no"
"docs/standards/06-data-normalization-standard.md","engineering-standard","reference-only","06 — n6n / d10n Veri Normalizasyon Standardı (Normalization & Control…: standardRefs/applicability hattından yönetilir; standard prose'u göreve kopyalanmaz.","standard-ref+task-ref+catalog","data-normalization","std-schema-foundation","","","","","no"
"docs/standards/07-api-interoperability-standard.md","engineering-standard","reference-only","07 — API & Birlikte-Çalışabilirlik Standardı (i14y): standardRefs/applicability hattından yönetilir; standard prose'u göreve kopyalanmaz.","standard-ref+task-ref+catalog","i14y","dx-api-gateway","","","","","no"
"docs/standards/08-observability-standard.md","engineering-standard","reference-only","08 — Gözlemlenebilirlik Standardı (o11y): standardRefs/applicability hattından yönetilir; standard prose'u göreve kopyalanmaz.","standard-ref+task-ref+catalog","observability","cc-obs","","","","","no"
"docs/standards/09-customization-personalization-standard.md","engineering-standard","reference-only","09 — c12n / p13n Özelleştirme & Kişiselleştirme Standardı (Customizat…: standardRefs/applicability hattından yönetilir; standard prose'u göreve kopyalanmaz.","standard-ref+task-ref+catalog","c12n|p13n","std-contracts","","","","","no"
"docs/standards/10-business-model-switching-standard.md","engineering-standard","task-materialize","İş-Modeli Geçişi — Anlatı Standardı (aslında CAPABILITY): standard prose'u kopyalanmadan etkin rule'un görev-özgü kontrollerine kaynak olur.","task-materialized+task-ref+catalog","","std-contracts","s-commerce","","business-model-transition","","no"
"docs/standards/11-security-edge-standard.md","engineering-standard","reference-only","11 — Security & Edge Standardı (Kenar Güvenlik): standardRefs/applicability hattından yönetilir; standard prose'u göreve kopyalanmaz.","standard-ref+task-ref+catalog","edge-security","cc-security","","","","","no"
"docs/standards/12-devops-infrastructure-standard.md","engineering-standard","reference-only","DevOps & Altyapı Standardı — CI/CD · IaC-hazırlık · v12n · Secret · B…: standardRefs/applicability hattından yönetilir; standard prose'u göreve kopyalanmaz.","standard-ref+task-ref+catalog","iac|observability","cc-security","","","","","no"
"docs/standards/13-testing-quality-standard.md","engineering-standard","reference-only","13 — Test & Kalite Standardı: standardRefs/applicability hattından yönetilir; standard prose'u göreve kopyalanmaz.","standard-ref+task-ref+catalog","testing-strategy","std-ci-gates","","","","","no"
"docs/standards/14-enterprise-readiness-checklist.md","engineering-standard","task-materialize","Master checklist satırları standart prose'u kopyalamadan canonical ref, çalışan gate, maturity, waiver ve gerçek evidence bağı olarak standards/CI/PMO executable görevlerine uygulanır.","standard-ref+task-materialized+task-ref+catalog","global-market-readiness|quality-gates","std-ci-gates","s-pmo|std-ci-gates|std-contracts","","enterprise-readiness-master-gate","","no"
"docs/standards/enterprise-standards-audit-2026-07-01.md","gap-audit","reference-only","Enterprise Standards Audit Report — actionplan (plan+sözleşme katmanı): tarihsel bulgu veya durum kaydıdır; runtime kanıtı değil, referanstır.","task-ref+catalog","","std-ci-gates","","","","","no"
"docs/standards/numeronym-siniflandirma.md","catalog-reference","task-materialize","Belgedeki uygulanabilir katalog, eşleme ve çalışma sözleşmeleri source-specific rule ile seçili executable görevlerin deliverable, kabul, test, doğrulama ve bakım içeriğine uygulanır; örnek veya geçmiş durum evidence sayılmaz.","task-materialized+task-ref","","std-docs","golden-slice-ref|std-contracts","","catalog-numeronym-classification","","no"
"docs/storybook-governance-pack.md","engineering-standard","task-materialize","Storybook Governance Pack — İkinci Seviye Yönetişim Sözleşmeleri (v0.1): standard prose'u kopyalanmadan etkin rule'un görev-özgü kontrollerine kaynak olur.","standard-ref+task-materialized+task-rollup-n-a+task-ref","ui-components","platform-ui-surface","customer|customer-app-core-shell|product|s-accounting|s-commerce|s-data-catalog|s-inventory|s-pim|s-sales|sdk-app-core-template|sus-actions|sus-declarative|urlp-08|urlp-13|urlp-14|urlp-15","l1-search-deep|platform-customer-graphql|platform-customer-seed","storybook-governance","storybook-governance","no"
"docs/storybook-implementation.md","directive-contract","task-materialize","Storybook Implementation — Master Component ve Tam Kapsamlı UI Yaşam…: etkin rule ile seçili görevlere ölçülebilir sözleşme yükümlülükleri sağlar.","standard-ref+task-materialized+task-rollup-n-a+task-ref","design-system|quality-gates|testing-strategy|ui-components","platform-ui-surface","std-ui-surfacing","platform-customer-ui","storybook-ui-lifecycle","storybook-ui-lifecycle","no"
"docs/storybook-master-component-integration-directive.md","directive-contract","task-materialize","Storybook + Master Component — Metaframer Bütünsel Entegrasyon Yönergesi: etkin rule ile seçili görevlere ölçülebilir sözleşme yükümlülükleri sağlar.","standard-ref+task-materialized+task-rollup-n-a+task-ref","quality-gates|testing-strategy","platform-ui-surface","customer|customer-app-core-shell|product|s-accounting|s-commerce|s-data-catalog|s-inventory|s-pim|s-sales|sdk-app-core-template|sus-actions|sus-declarative|urlp-08|urlp-13|urlp-14|urlp-15","l1-search-deep|platform-customer-graphql|platform-customer-seed","ui-delivery","ui-delivery","no"
"docs/storybook-root-integration-gap-report.md","gap-audit","task-materialize","Açık Storybook kök entegrasyon boşlukları evidence sayılmadan ilgili executable UI görevlerinin deliverable, test, verification ve rollback sözleşmelerine uygulanır.","task-materialized+task-rollup-n-a+task-ref+catalog","","std-ui-surfacing","fe-core-ui|std-ui-surfacing","platform-customer-ui","storybook-root-graph-integration-residual","storybook-root-graph-integration-residual","no"
"docs/storybook-unknown-unknowns-gap-report.md","gap-audit","task-materialize","Açık Storybook/master-component unknown-unknown bulguları evidence sayılmadan ilgili executable UI görevlerinin risk, kabul, test ve doğrulama sözleşmelerine uygulanır.","standard-ref+task-materialized+task-rollup-n-a+task-ref+catalog","ui-components","std-ui-surfacing","fe-core-ui|std-ui-surfacing","platform-customer-ui","storybook-unknown-governance-residual","storybook-unknown-governance-residual","no"
"docs/surface-counterparty-portal-addendum.md","directive-contract","task-materialize","Surface v2 Eki — counterparty-portal Deseni (Karşı Taraf / Dış-Taraf…: etkin rule ile seçili görevlere ölçülebilir sözleşme yükümlülükleri sağlar.","task-materialized+task-ref","","k-surface-consumer","s-clm","","counterparty-portal-surface","","no"
"docs/surface-esign-document-addendum.md","directive-contract","task-materialize","Surface v2 Eki — document + signing + signer-journey (e-imza & doküma…: etkin rule ile seçili görevlere ölçülebilir sözleşme yükümlülükleri sağlar.","task-materialized+task-ref","","k-surface-consumer","s-clm","","esign-document-surface","","no"
"docs/surface-numeronym-eslemesi.md","catalog-reference","task-materialize","Belgedeki uygulanabilir katalog, eşleme ve çalışma sözleşmeleri source-specific rule ile seçili executable görevlerin deliverable, kabul, test, doğrulama ve bakım içeriğine uygulanır; örnek veya geçmiş durum evidence sayılmaz.","task-materialized+task-ref+catalog","","std-ui-surfacing","std-ui-surfacing","","catalog-surface-numeronym-map","","no"
"docs/surface-spec.md","directive-contract","task-materialize","Surface Sözleşme Spesifikasyonu — Yüzey Katmanının Kanonik Tanımı: etkin rule ile seçili görevlere ölçülebilir sözleşme yükümlülükleri sağlar.","task-materialized+task-rollup-n-a+task-ref","","k-surface|k-surface-consumer","customer|geo-map-surface|golden-slice-ref|product|sus-actions|sus-declarative","platform-customer-ui","surface-contract-runtime","surface-contract-runtime","no"
"docs/surface-tree-metadataform-addendum.md","directive-contract","task-materialize","Surface v2 Eki — tree-navigator + metadata-form + completeness/qualit…: etkin rule ile seçili görevlere ölçülebilir sözleşme yükümlülükleri sağlar.","task-materialized+task-ref","","k-surface","s-pim","","surface-tree-metadata","","no"
"docs/surface-v2-directive.md","directive-contract","task-materialize","Surface v2 Yönergesi — Tüketici/Üretim Yüzeyleri + AI-first + WCAG AA…: etkin rule ile seçili görevlere ölçülebilir sözleşme yükümlülükleri sağlar.","task-materialized+task-rollup-n-a+task-ref","","k-surface|k-surface-consumer","customer|geo-map-surface|golden-slice-ref|product|sus-actions|sus-declarative","platform-customer-ui","surface-v2-taxonomy","surface-v2-taxonomy","no"
"docs/task-export-contract.md","directive-contract","task-materialize","Task Export Sözleşmesi: etkin rule ile seçili görevlere ölçülebilir sözleşme yükümlülükleri sağlar.","task-materialized+task-ref","","be-sdk|dx-cli|edu-prompt-kutuphanesi","std-docs","","task-export-directive","","no"
"docs/task-to-code-contract.md","directive-contract","task-materialize","Task-to-Code Sözleşmesi — WBS Düğümünün Yazılım-Teslimat Karşılığı: etkin rule ile seçili görevlere ölçülebilir sözleşme yükümlülükleri sağlar.","standard-ref+task-materialized+task-rollup-n-a+task-ref","architecture","app-aday|app-atomic|app-backend|app-backend-x-atom|app-backend-x-kaya|app-backend-x-kum|app-backend-x-molekul|app-backend-x-tas|app-build|app-build-x-atom|app-build-x-kum|app-build-x-molekul|app-build-x-tas|app-content-collaboration|app-content-collaboration-x-atom|app-content-collaboration-x-kum|app-content-collaboration-x-molekul|app-content-collaboration-x-tas|app-crosscut|app-crosscut-x-atom|app-crosscut-x-kum|app-crosscut-x-molekul|app-customer-revenue|app-customer-revenue-x-atom|app-customer-revenue-x-kum|app-customer-revenue-x-molekul|app-customer-revenue-x-tas|app-data-intelligence|app-data-intelligence-x-atom|app-data-intelligence-x-kum|app-data-intelligence-x-molekul|app-data-intelligence-x-tas|app-dx|app-edu|app-egitim|app-finance|app-finance-x-atom|app-finance-x-kum|app-finance-x-molekul|app-finance-x-tas|app-frontend|app-frontend-x-atom|app-frontend-x-kum|app-frontend-x-molekul|app-genel|app-hr|app-hr-x-atom|app-hr-x-kum|app-hr-x-molekul|app-hr-x-tas|app-kararlar|app-kernel|app-kernel-x-atom|app-kernel-x-kum|app-kernel-x-molekul|app-landx|app-layer0|app-layer1|app-layer1-x-atom|app-layer1-x-kum|app-layer1-x-molekul|app-meta|app-platform-horizontal|app-platform-horizontal-x-atom|app-platform-horizontal-x-kum|app-platform-horizontal-x-molekul|app-platform-horizontal-x-tas|app-scale|app-scale-x-atom|app-scale-x-kum|app-scale-x-molekul|app-supply-chain|app-supply-chain-x-atom|app-supply-chain-x-kum|app-supply-chain-x-molekul|app-supply-chain-x-tas|app-sus|app-sus-x-atom|app-sus-x-kum|app-sus-x-molekul|app-vertical|app-vertical-x-atom|app-vertical-x-kum|app-vertical-x-molekul|app-vertical-x-tas|atom-crm-domain-blocklist|build-sequence|kum-crm-lead-dedup|platform-customer-ui|platform-ui-surface","app-backend-x-atom|app-backend-x-kaya|app-backend-x-kum|app-backend-x-molekul|app-backend-x-tas|app-build-x-atom|app-build-x-kum|app-build-x-molekul|app-build-x-tas|app-content-collaboration-x-atom|app-content-collaboration-x-kum|app-content-collaboration-x-molekul|app-content-collaboration-x-tas|app-crosscut-x-atom|app-crosscut-x-kum|app-crosscut-x-molekul|app-customer-revenue-x-atom|app-customer-revenue-x-kum|app-customer-revenue-x-molekul|app-customer-revenue-x-tas|app-data-intelligence-x-atom|app-data-intelligence-x-kum|app-data-intelligence-x-molekul|app-data-intelligence-x-tas|app-finance-x-atom|app-finance-x-kum|app-finance-x-molekul|app-finance-x-tas|app-frontend-x-atom|app-frontend-x-kum|app-frontend-x-molekul|app-hr-x-atom|app-hr-x-kum|app-hr-x-molekul|app-hr-x-tas|app-kernel-x-atom|app-kernel-x-kum|app-kernel-x-molekul|app-landx|app-landx-core|app-layer1-x-atom|app-layer1-x-kum|app-layer1-x-molekul|app-platform-horizontal-x-atom|app-platform-horizontal-x-kum|app-platform-horizontal-x-molekul|app-platform-horizontal-x-tas|app-scale-x-atom|app-scale-x-kum|app-scale-x-molekul|app-supply-chain-x-atom|app-supply-chain-x-kum|app-supply-chain-x-molekul|app-supply-chain-x-tas|app-sus-x-atom|app-sus-x-kum|app-sus-x-molekul|app-vertical-x-atom|app-vertical-x-kum|app-vertical-x-molekul|app-vertical-x-tas|archetype-storage-contract|atom-crm-domain-blocklist|atom-crm-email-regex|atom-crm-score-range-check|atomic-type-contract|capability-registry-contract|cc-privacy|cc-security|customer|customer-app-core-shell|deploy-yap|dist-agritech|dist-agritech-core|dist-construction|dist-construction-core|dist-ngo|dist-ngo-core|dist-realestate|dist-realestate-core|dist-sahibinden|dist-sahibinden-core|dist-site|dist-site-core|dist-travel|dist-travel-core|dist-veteriner|dist-veteriner-core|dx-api-gateway|edition-creator|edition-creator-core|edition-departman-copilot|edition-departman-copilot-core|edition-onmuhasebe|edition-onmuhasebe-core|edition-people|edition-people-core|edition-randevu|edition-randevu-core|edition-salescrm|edition-salescrm-core|edition-storefront|edition-storefront-core|edu-u01|edu-u02|edu-u02b|edu-u03|edu-u04|edu-u04b|edu-u05|edu-u06|edu-u07|edu-u08|edu-u09|edu-u10|edu-u11|edu-u12|edu-u13|edu-u14|edu-u15|edu-u16|edu-u17|edu-u18|edu-u19|edu-u20|edu-u21|edu-u22|edu-u23|edu-u24|edu-u25|fe-ai-rt|fe-cdn|fe-core-ui|fe-deploy|fe-mobile|fe-monorepo|fe-tooling|geo-map-surface|golden-slice-ref|hello-platform-smoke|kum-crm-lead-dedup|kum-crm-lead-scoring|l1-audit|l1-import|landx-l0|landx-l1|landx-l2|landx-l3|landx-l4|landx-l5|m-crm-sales|molekul-crm-score-field-validator|molekul-crm-score-weight-config|platform-migration-contract|policy-context-contract|product|s-accounting|s-accounting-core|s-ai|s-ai-catalog|s-ai-catalog-core|s-ai-core|s-ai-governance|s-ai-governance-core|s-ai-voice|s-ai-voice-core|s-ap-automation|s-ap-automation-core|s-ats|s-ats-core|s-audit|s-audit-core|s-bi|s-bi-core|s-billing|s-billing-core|s-bpm|s-bpm-core|s-channel-hub|s-channel-hub-core|s-classifieds|s-classifieds-core|s-clinic|s-clinic-core|s-clm|s-clm-core|s-cmms|s-cmms-core|s-cms|s-cms-core|s-commerce|s-commerce-core|s-comms|s-comms-core|s-community|s-community-core|s-consolidation|s-consolidation-core|s-conversational|s-conversational-core|s-cpq|s-cpq-core|s-crm|s-crm-core|s-cyber-grc|s-cyber-grc-core|s-data-catalog|s-data-catalog-core|s-data-cleansing|s-data-cleansing-core|s-demand-planning|s-demand-planning-core|s-dms|s-dms-core|s-doc-matching|s-doc-matching-core|s-drive|s-drive-core|s-dropshipping|s-dropshipping-core|s-ecommerce-models|s-ecommerce-models-core|s-education|s-education-core|s-esg|s-esg-core|s-esign|s-esign-core|s-etl|s-etl-core|s-event|s-event-core|s-expenses|s-expenses-core|s-fixed-assets|s-fixed-assets-core|s-fleet|s-fleet-core|s-fpa|s-fpa-core|s-fraud-trust|s-fraud-trust-core|s-fsm|s-fsm-core|s-helpdesk|s-helpdesk-core|s-hrms|s-hrms-core|s-i18n|s-i18n-core|s-iam|s-iam-core|s-incentive|s-incentive-core|s-inventory|s-inventory-core|s-iot|s-iot-core|s-ipaas|s-ipaas-core|s-isg|s-isg-core|s-kvkk|s-kvkk-core|s-kyc-aml|s-kyc-aml-core|s-legaltech|s-legaltech-core|s-lms|s-lms-core|s-loyalty|s-loyalty-core|s-mail|s-mail-core|s-marketing|s-marketing-core|s-marketplace|s-marketplace-core|s-membership|s-membership-core|s-mrp|s-mrp-core|s-observability|s-observability-core|s-onboarding|s-onboarding-core|s-payment-methods|s-payment-methods-core|s-payroll|s-payroll-core|s-performance|s-performance-core|s-pim|s-pim-core|s-pmo|s-pmo-core|s-pms|s-pms-core|s-pos|s-pos-core|s-predictive|s-predictive-core|s-procurement|s-procurement-core|s-product-feed|s-product-feed-core|s-property|s-property-core|s-purchase|s-purchase-core|s-quality|s-quality-core|s-rag|s-rag-core|s-restaurant|s-restaurant-core|s-retail-execution|s-retail-execution-core|s-revenue-copilot|s-revenue-copilot-core|s-revenue-recognition|s-revenue-recognition-core|s-rpa|s-rpa-core|s-sales|s-sales-core|s-scheduling|s-scheduling-core|s-social|s-social-commerce|s-social-commerce-core|s-social-core|s-studio|s-studio-core|s-subscription-analytics|s-subscription-analytics-core|s-subscription-commerce|s-subscription-commerce-core|s-survey|s-survey-core|s-tax-compliance|s-tax-compliance-core|s-tms|s-tms-core|s-traceability|s-traceability-core|s-treasury|s-treasury-core|s-wiki|s-wiki-core|s-wms|s-wms-core|s-workforce|s-workforce-core|scale-aps|scale-cache|scale-counter|scale-gis|scale-idempotency|scale-invariant|scale-multiregion|scale-outbox|scale-projections|scale-ratelimit|scale-realtime|scale-saga|scale-streaming|scale-timeseries|scale-webhook|scale-workers|scale-workers-deep|sdk-app-core-template|sdk-module-template|sdk-public-contract|stack-builder|stack-builder-core|stack-channel|stack-channel-core|stack-compliance|stack-compliance-core|stack-messaging|stack-messaging-core|stack-service|stack-service-core|stack-workspace|stack-workspace-core|std-ci-gates|std-contracts|std-docs|std-schema-foundation|std-ui-surfacing|sus-actions|sus-bc-policy|sus-bitemporal|sus-boundaries|sus-codemod|sus-conformance|sus-declarative|sus-durable|sus-lisans-tr-hukuk|sus-metadata|sus-overview|sus-timi|sus-versioning|tas-crm-lead-mgmt|tenant-context-contract|urlp-00|urlp-01|urlp-02|urlp-03|urlp-04|urlp-05|urlp-06|urlp-07|urlp-08|urlp-09|urlp-10|urlp-11|urlp-12|urlp-13|urlp-14|urlp-15|urlp-16|urlp-program-work-unit","adr-0001|adr-0002|adr-0003|adr-0004|adr-0005|adr-0006|adr-0007|adr-0008|adr-0009|adr-0010|adr-0011|adr-0012|adr-0013|adr-0014|adr-0015|adr-0016|adr-0017|adr-0018|adr-0019|adr-0020|adr-0021|adr-0022|adr-0023|adr-0024|adr-0025-frontend-stack-uzlastirma|app-aday|app-atomic|app-backend|app-build|app-content-collaboration|app-core-operations|app-crosscut|app-customer-revenue|app-data-intelligence|app-dx|app-edu|app-egitim|app-finance|app-frontend|app-genel|app-hr|app-kararlar|app-kernel|app-layer0|app-layer1|app-meta|app-modul-matrisi|app-platform-horizontal|app-scale|app-supply-chain|app-sus|app-vertical|atomic-types|be-deploy-profilleri|be-destek-matrisi|be-kararlar|be-sdk|build-app-katalogu|build-enterprise-readiness|cc-a11y-backend|cc-compliance-matrix|cc-content-jurisdiction|cc-cultural-ux|cc-fx-ledger|cc-graphql-guvenlik|cc-i18n-deep|cc-i18n-standards|cc-identity-models|cc-jurisdiction-resolver|cc-notification-consent|cc-obs|cc-obs-deep|cc-resolver-ops|cc-rollout|cc-tr|dist-clinic|dist-education|dist-legal|dist-membership|dist-restaurant|dx-cli|dx-marketplace|dx-workflow|fe-anti|fe-eng-standards|fe-locked|fe-theme|k-actor|k-agent-runtime|k-archetype-bayraklari|k-archetype-computation|k-archetype-fieldtypes|k-archetype-mode-profile|k-archetype-storage|k-authz|k-boyut1-ops-panel|k-boyut2-developer-panel|k-boyut3-tenant-panel|k-bus|k-calendar-capacity|k-capability|k-computation|k-control-planes|k-edge-gateway|k-genealogy-graph|k-granulerlik|k-identity|k-jurisdiction|k-kpi-registry|k-mdm|k-mod-l|k-mode|k-party|k-plugin|k-policy-pdp|k-schema|k-search|k-sequence|k-sozlesme|k-sso|k-storage|k-surface|k-surface-consumer|k-tenancy|k-tenancy-deep|k-terminoloji|k-wbs|k-worker|l1-aeo|l1-analytics|l1-experiment|l1-export|l1-file|l1-misc|l1-notification|l1-party|l1-pseo|l1-quiet-hours|l1-redirect|l1-search|l1-search-deep|l1-seo|l1-sitemap|l1-tagmanager|l1-webhook-in|l1-workflow|landx-overview|platform-authn-authz|platform-cicd|platform-customer-graphql|platform-customer-model|platform-customer-seed|platform-customer-ui|platform-db-schema|platform-factory|platform-graphql-api|platform-observability|platform-seed-data|platform-tenancy|platform-ui-surface|services|stack-editions|sus-lisans-vakalar|sus-llm-hata-katalogu","task-handoff","task-handoff","no"
"docs/templates/platform-agent-boundary/AGENTS.md","catalog-reference","task-materialize","Belgedeki uygulanabilir katalog, eşleme ve çalışma sözleşmeleri source-specific rule ile seçili executable görevlerin deliverable, kabul, test, doğrulama ve bakım içeriğine uygulanır; örnek veya geçmiş durum evidence sayılmaz.","task-materialized+task-ref+catalog","","s-ai-governance","std-docs","","catalog-platform-agent-boundary-template","","no"
"docs/templates/platform-agent-boundary/CLAUDE.md","catalog-reference","task-materialize","Belgedeki uygulanabilir katalog, eşleme ve çalışma sözleşmeleri source-specific rule ile seçili executable görevlerin deliverable, kabul, test, doğrulama ve bakım içeriğine uygulanır; örnek veya geçmiş durum evidence sayılmaz.","task-materialized+task-ref+catalog","","s-ai-governance","std-docs","","catalog-claude-platform-boundary-template","","no"
"docs/url-policy-implementation-directive.md","directive-contract","task-materialize","Merkezi typed URL registry, canonical/alias, tenant-locale, migration, E2E ve rollback kuralları urlp programındaki tüm uygulama görevlerine dağıtılır.","standard-ref+task-materialized+task-ref","url-policy","urlp-00|urlp-01|urlp-02|urlp-03|urlp-04|urlp-05|urlp-06|urlp-07|urlp-08|urlp-09|urlp-10|urlp-11|urlp-12|urlp-13|urlp-14|urlp-15|urlp-16|urlp-program-work-unit","urlp-00|urlp-01|urlp-02|urlp-03|urlp-04|urlp-05|urlp-06|urlp-07|urlp-08|urlp-09|urlp-10|urlp-11|urlp-12|urlp-13|urlp-14|urlp-15|urlp-16|urlp-program-work-unit","","url-policy-implementation-contract","","no"
"docs/url-policy.md","directive-contract","reference-only","Metaframer URL Policy — Maturity-Level Kanonik Sözleşme ve Implementa…: sözleşme bağlamı sunar; etkin rule seçimi olmadan görev prose'una kopyalanmaz.","standard-ref+task-ref","url-policy","urlp-00|urlp-01|urlp-02|urlp-03|urlp-04|urlp-05|urlp-06|urlp-07|urlp-08|urlp-09|urlp-10|urlp-11|urlp-12|urlp-13|urlp-14|urlp-15|urlp-16|urlp-program-work-unit","","","","","no"
"docs/vibecoding-prompt-playbook.md","catalog-reference","task-materialize","Belgedeki uygulanabilir katalog, eşleme ve çalışma sözleşmeleri source-specific rule ile seçili executable görevlerin deliverable, kabul, test, doğrulama ve bakım içeriğine uygulanır; örnek veya geçmiş durum evidence sayılmaz.","task-materialized+task-ref","","edu-vibecoding-ilk-nokta","golden-slice-ref|std-docs","","catalog-vibecoding-evidence-playbook","","no"
"docs/waiver-policy.md","engineering-standard","reference-only","Waiver Politikası — Standarttan Bilinçli Sapmanın Yaşam Döngüsü: standardRefs/applicability hattından yönetilir; standard prose'u göreve kopyalanmaz.","standard-ref+task-ref","quality-gates","std-contracts","","","","","no"
